company_name,esg,esg_e,esg_s,esg_g,per,pbr,dividend_yield,company_code,male_contract_employee_count,female_contract_employee_count,total_salary_male,total_salary_female,male_regular_employee_count,female_regular_employee_count,total_male_employees,total_female_employees,average_male_salary,average_female_salary,operating_profit_before_tax,net_profit_margin,comprehensive_income_margin,gross_profit_margin,cost_of_goods_sold,roe,sg_andaexpense_ratio,operating_income_on_total_assets,pre_tax_income_on_total_assets,operating_income_on_equity,pre_tax_income_on_equity,operating_income_on_paid_in_capital,pre_tax_income_on_paid_in_capital,roi,operating_expense_ratio,equity_ratio,debt_ratio,liquidity_ratio,quick_ratio,current_liabilities_ratio,non_current_liabilities_ratio,interest_coverage_ratio,net_interest_coverage_ratio,non_current_asset_ratio,financial_cost_burden_ratio,capital_retention_ratio,retention_amount_to_equity_ratio,financial_leverage,non_current_asset_suitability_ratio,non_current_asset_composition_ratio,tangible_asset_composition_ratio,current_asset_composition_ratio,inventory_composition_ratio,current_to_non_current_asset_ratio,inventory_to_current_asset_ratio,receivables_to_payables_ratio,payables_to_inventory_ratio,sales_growth_rate_yoy,gross_profit_growth_rate_yoy,operating_profit_growth_rate_yoy,pre_tax_profit_growth_rate_yoy,net_profit_growth_rate_yoy,comprehensive_income_growth_rate_yoy,total_asset_growth_rate_yoy,non_current_asset_growth_rate_yoy,tangible_asset_growth_rate_yoy,total_liabilities_growth_rate_yoy,total_borrowings_growth_rate_yoy,equity_growth_rate_yoy,current_asset_growth_rate_yoy,receivables_growth_rate_yoy,inventory_growth_rate_yoy,current_liabilities_growth_rate_yoy,payables_growth_rate_yoy,non_current_liabilities_growth_rate_yoy,total_asset_turnover,receivables_turnover,inventory_turnover,cost_of_goods_sold_to_inventory,payables_turnover,non_current_asset_turnover,tangible_asset_turnover,debt_to_equity_turnover,equity_turnover,capital_turnover,dividend_payout_ratio,female_executives,male_executives,status,message,corp_name_eng,stock_name,stock_code,ceo_name,corp_cls,jurir_no,bizr_no,address,home_url,ir_url,phone_number,fax_number,industry_code,establishment_date,accounting_month
402340,A,A,A+,A,,0.65,,1596425,0,4,23088000000,4431000000,74,17,74,21,312000000,211000000,-101.263,-57.757,-55.92,,,-7.974,,-11.66,-11.489,-14.189,-13.98,,,-9294.084,,88.016,13.615,165.762,,8.729,4.887,,,99.146,14.738,,,113.615,94.527,87.265,1.352,12.735,0.63,14.594,4.949,,,-3.967,,,-6036.182,-613.392,463.474,-18.91,-18.731,-72.618,-56.908,,-7.846,-20.115,,-2.779,-24.123,,-75.679,11.345,,1981.614,,,13.017,402.89,63.671,13.806,,,1,6,0,정상,"SK Square Co., Ltd.",SK스퀘어,402340,박성하,Y,1.10112E+12,5408102301,서울특별시 중구 을지로 65 SK T타워,www.sksquare.com,,02-6100-3114,,64992,20211102,12
361610,A,A,A+,B+,170.98,0.98,,1386916,5,6,28589000000,5456000000,248,56,253,62,113000000,88000000,4.931,12.648,36.364,23.627,76.373,3.583,18.696,0.845,0.845,1.397,1.397,44.921,44.921,115.233,18.696,59.054,69.336,124.573,,29.77,39.567,,,132.251,13.591,,,169.336,94.758,78.1,75.249,21.9,3.702,28.041,16.906,,,10.886,170.353,-161.244,-161.244,-376.803,-662.015,16.769,20.637,20.013,26.423,,10.898,4.788,,34.328,58.676,,9.654,17.136,,492.533,376.162,,22.271,23.06,43.38,28.326,911.066,,2,16,0,정상,"SK ie technology Co., Ltd.",SK아이이테크놀로지,361610,김철중,Y,1.10112E+12,5598601539,"서울특별시 종로구 종로 26 (서린동, SK서린동빌딩)",www.skietechnology.com/,,02-2121-5114,02-2121-2546,282,20190401,12
100090,B,A,A,C,17.23,1.06,,480367,154,4,32029743000,2163140000,453,60,607,64,52767287,33799063,,6.216,5.975,11.342,88.658,9.397,3.176,5.702,,12.346,,268.981,,204.744,3.176,48.805,104.897,109.837,,98.333,6.564,,,96.891,3.157,2080.022,,204.897,90.923,47.288,45.802,52.712,0.179,111.471,0.34,,,33.824,3.582,5.092,,105.429,100.418,17.369,8.232,21.539,5.622,,32.87,26.986,,-66.973,6.955,,-11,69.824,,,,,142.138,154.894,129.75,151.182,3293.893,,1,6,0,정상,"SK oceanplant Co.,Ltd",SK오션플랜트,100090,이승철,Y,1.91311E+12,6158106111,경상남도 고성군 동해면 내산3길 51-1,www.skoceanplant.com/,,055-391-7020,055-673-7148,2413,19961101,12
96770,A+,A,A+,A+,31.61,0.43,,631518,32,32,186104000000,59664000000,1050,496,1082,528,172000000,113000000,0.718,0.718,0.847,6.487,93.513,2.084,4.822,2.572,0.75,7.149,2.084,389.307,113.465,113.465,4.822,37.137,169.272,113.199,,97.932,71.34,,,158.414,7.993,,,269.272,92.456,58.83,44.341,41.17,13.76,69.98,33.422,,,-0.984,-28.648,-51.399,-70.721,-70.721,-68.327,20.257,34.902,42.742,15.551,,29.161,4.107,,-6.199,6.684,,30.433,104.405,,672.648,629.011,,186.669,253.596,163.069,290.218,,,9,64,0,정상,"SK Innovation Co., Ltd.",SK이노베이션,96770,박상규,Y,1.10111E+12,1018632319,서울특별시 종로구  종로 26,www.SKinnovation.com,,02-2121-5114,02-2121-2118,192,20070703,12
1510,B+,B,B+,B+,,0.35,0.38,131850,71,32,72586000000,26701000000,470,318,541,350,134170055,76288571,,,,,,0.495,,0.203,,2.033,,5.497,,1.338,,10.036,896.401,,,,,,,,,133.091,,996.401,,,0.49,,,,,,,,,-26.764,,-62.972,-74.821,-0.244,,-8.457,-0.372,-7.775,0.921,,,,,,,,,,,,,,,,,,7,95,0,정상,"SK SECURITIES CO.,LTD",SK증권,1510,"전우종, 정준호",Y,1.10111E+12,1168136307,서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩,www.sks.co.kr,,02-3773-8245,02-3773-8107,66121,19550730,12
285130,A+,A+,A+,A,46.15,0.43,1.36,1267170,102,84,206218000000,42379000000,2072,578,2174,662,94856486,64016616,,2.736,-1.385,27.044,72.956,1.777,22.28,2.056,,3.094,,84.32,,48.422,22.28,64.34,55.423,265.526,,31.027,24.396,,,73.039,7.165,2104.322,,155.423,58.714,46.993,38.512,53.007,9.063,112.796,17.098,,,-4.396,-23.112,-63.857,,-79.334,-109.862,5.401,36.956,34.238,19.909,,-1.223,-12.477,,-21.923,-21.591,,266.822,43.156,,406.848,296.822,,103.437,125.147,128.597,64.954,1770.134,-62.469,2,36,0,정상,"SK Chemicals Co., Ltd.",SK케미칼,285130,"김철, 안재현",Y,1.31111E+12,8468100915,경기도 성남시 분당구 판교로 310,www.skchemicals.com,,02-2008-2008,02-2008-2739,20202,20171201,12
17670,A,A,A,A,10.36,1,6.45,159023,97,202,713451000000,131018000000,4280,1000,4377,1202,163000000,109000000,9.957,6.508,6.372,,,9.399,,5.708,5.708,14.38,14.38,5749.529,5749.529,3758.033,,40.6,146.306,94.161,49.095,57.195,89.111,,,192.451,2.995,,,246.306,101.766,78.135,43.182,21.865,0.597,27.984,2.73,,,1.754,,8.755,8.755,20.901,74.869,-3.798,-2.306,-2.374,-6.59,-47.275,0.602,-8.777,-2.446,8.088,-13.081,,-1.888,57.331,590.249,,,,73.95,133.759,95.068,144.429,,-20.204,2,6,0,정상,"SK TELECOM CO.,LTD",SK텔레콤,17670,유영상,Y,1.10111E+12,1048137225,서울특별시 중구  을지로 65 (을자로2가),www.sktelecom.com,,02-6100-2114,02-6100-7948,61220,19840420,12
660,A,A,A+,A,,2.13,0.7,164779,49,36,2757300000000,1118065000000,21161,10819,21210,10855,130000000,103000000,,-27.888,-27.582,-1.628,101.628,-15.647,21.965,-7.571,,-13.237,,-211.346,,-249.82,21.965,53.328,87.52,145.032,,39.264,48.256,,,130.574,18.596,1397.122,,187.52,88.074,69.632,52.531,30.368,13.436,43.612,44.245,,,-26.57,-103.413,-213.524,,-507.622,-420.232,-3.409,-7.022,-12.492,15.39,,-15.463,6.037,,-13.942,5.866,,24.503,32.092,,224.843,228.504,,45.194,58.027,74.972,56.108,895.813,-9.035,2,8,0,정상,SK hynix Inc.,SK하이닉스,660,곽노정,Y,1.34411E+12,1268103725,경기도 이천시  부발읍 경충대로 2091,www.skhynix.com,,031-630-4114,031-645-8078,2612,19491015,12
3570,C,C,C,C,16.19,0.8,2.79,134477,5,1,34887840000,1162791000,475,20,480,21,72683000,55371000,10.192,10.192,10.873,13.483,86.517,7.285,4.924,4.185,4.983,6.118,7.285,48.575,57.84,57.84,4.924,66.297,50.836,242.745,,34.509,16.328,,,67.068,0.18,820.884,,150.836,57.655,44.464,27.826,55.536,10.468,124.9,18.849,,,19.099,16.757,61.445,115.287,115.287,250.774,13.524,2.198,4.957,30.988,,6.318,24.578,,-15.002,31.798,,29.308,48.891,,403.612,349.192,,104.531,169.235,154.726,71.477,567.493,15.825,0,5,0,정상,"SNT DYNAMICS CO.,Ltd",SNT다이내믹스,3570,박재석,Y,1.10111E+12,1058132752,경상남도 창원시 성산구  남면로 599,www.hisntd.com,,055-280-5000,055-280-5510,303,19590401,12
64960,C,C,C,C,7.11,0.54,3.99,398792,35,8,54033000000,1856000000,616,24,651,32,83000000,58000000,,7.655,7.965,14.989,85.011,9.546,4.725,9.573,,12.8,,159.513,,118.962,4.725,77.885,28.395,363.368,,23.318,5.076,,,43.663,0.832,1235.603,,128.395,41.554,34.007,29.45,65.993,13.582,194.055,20.581,,,8.749,-0.678,4.202,,-0.604,23.591,-1.167,-12.472,-2.477,-22.688,,7.315,5.879,,-2.509,-24.063,,-15.676,93.265,,681.978,579.758,,257.523,314.568,369.935,124.705,1554.085,24.337,0,5,0,정상,"SNT MOTIV CO.,LTD",SNT모티브,64960,권형순,Y,1.80111E+12,6218147887,부산광역시 기장군  철마면 여락송정로 363,www.sntdaewoo.com,,051-509-2114,02)3497-4060,303,20020206,12
100840,D,D,C,D,10.64,0.84,2.72,648721,0,0,15589906000,739619000,227,17,227,17,68678000,43507000,,7.059,6.879,15.303,84.697,8.494,8.849,4.872,,7.765,,553.561,,605.525,8.849,65.226,53.312,198.056,,45.858,7.454,,,62.487,3.539,7657.74,,153.312,58.153,40.758,35.273,59.242,0.875,145.349,1.476,,,58.694,122.723,483.39,,20.861,13.247,-1.538,-2.215,-1.351,-13.764,,6.513,-1.067,,-67.356,26.834,,-70.957,75.493,,4281.507,3626.323,,184.579,214.231,202.625,120.323,8577.809,23.186,0,5,0,정상,"SNTEnergy Co.,Ltd.",SNT에너지,100840,김형섭,Y,1.94211E+12,6098181774,경상남도 창원시 성산구  완암로 12,www.hisnt.com,,055-212-6500,02-212-6525,29176,20080205,12
36530,B,C,C,B+,4.17,0.29,3.61,225159,0,0,1050000000,476000000,6,4,6,4,175000000,119000000,,8.667,8.997,14.862,85.138,8.718,5.42,6.806,,9.498,,2143.177,,1967.16,5.42,72.279,38.353,297.325,,28.403,9.951,,,53.905,1.072,,,138.353,49.027,38.962,29.57,61.038,10.313,156.662,16.897,,,16.336,10.991,23.708,,42.156,81.511,5.604,-0.138,0.336,0.922,,7.517,9.627,,-10.118,-1.338,,7.983,72.077,,644.078,548.356,,179.963,237.684,254.27,100.592,,6.161,0,5,0,정상,"SNT Holdings CO.,LTD ",SNT홀딩스,36530,김도환,Y,1.24411E+12,1268114881,서울특별시 강남구 테헤란로 124 11층(역삼동),www.hisntholdings.com,,02-3279-5010,02-869-4266,64992,19820927,12
67160,C,B,B+,C,,,,399694,26,16,40500000000,13039000000,514,205,540,221,75000000,59000000,21.467,21.467,,,,27.922,,17.314,14.307,33.791,27.922,1571.313,1298.396,1298.396,,50.746,97.06,175.419,,93.434,3.626,,,33.159,0.267,5853.674,,197.06,31.999,16.827,6.194,83.173,0.154,494.289,0.185,,,10.363,,9.574,25.391,25.391,,24.282,2.535,-4.827,27.136,,21.632,29.854,,-100,26.073,,62.437,66.645,,,,,361.845,946.903,136.676,130.067,6048.287,10.671,2,14,0,정상,"SOOP CO., LTD.",SOOP,67160,Jung Chan Yong,K,1.10111E+12,2208110886,"경기도 성남시 분당구  판교로228번길 15 판교7벤처밸리3 1단지 2동 201, 901호",corp.afreecatv.com,corp.afreecatv.com/ir.php,031-622-8380,031-622-8010,582,19960422,12
5610,D,C,C,D,8.65,1,3.33,125530,60,86,95346128000,60956960000,1678,1346,1738,1432,54859682,42567709,1.463,1.463,1.242,15.559,84.441,12.431,10.401,7.086,3.88,22.703,12.431,212.618,116.418,116.418,10.401,32.388,208.757,85.728,,163.115,45.642,,,168.922,0.517,860.706,,308.757,115.984,54.71,45.119,45.29,17.346,82.781,38.301,,,3.583,2.652,2.481,-5.651,-5.651,-32.467,-0.129,-6.36,-6.493,-3.484,,7.685,8.602,,-8.334,5.234,,-25.53,265.21,,1463.377,1235.69,,469.134,568.452,385.548,849.704,7957.628,,2,24,0,정상,"SPC SAMLIP CO., LTD.",SPC삼립,5610,황종현,Y,1.10111E+12,1338122244,경기도 시흥시 공단1대로 101,www.spcsamlip.co.kr,,02-2276-5035,031-496-2271,108,19680628,12
11810,C,D,C,C,,2.37,,138297,2,1,4104000000,1159000000,55,18,57,19,72000000,61000000,-3.235,-5.573,-2.095,,,-40.126,,-2.273,-4.428,-11.953,-23.293,-20.126,-39.22,-67.563,,25.686,289.311,80.647,,267.501,21.81,,,173.58,7.244,376.084,12.078,389.311,142.501,44.586,35.426,55.414,11.174,124.283,20.164,,,-7.074,,69.978,18.589,170.07,-13.017,-21.988,-6.76,-6.15,-32.741,,45.148,-31.049,-52.259,-29.621,-26.62,,-66.755,136.887,358.67,1154.744,,,338.029,426.868,169.022,719.996,1212.311,,1,6,0,정상,STX CORPORATION,STX,11810,박상준,Y,1.94211E+12,6098101917,경상남도 창원시 성산구  중앙대로 105,www.stx.co.kr,,02-316-9600,02-316-9739,46800,19761224,12
77970,C,C,B,D,34.85,1.51,,480455,74,24,122586000000,6338000000,1612,104,1686,128,72708185,49515625,,0.902,0.072,10.771,89.229,2.187,7.778,2.153,,7.259,,27.289,,8.222,7.778,28.876,246.308,84.971,37.799,222.514,23.794,,,157.235,4.666,74.877,,346.308,127.013,45.403,30.789,54.597,22.892,120.249,41.929,,,15.874,84.103,-314.02,,-121.306,-101.988,5.361,6.055,-0.276,7.815,,-0.235,4.79,35.172,9.125,7.004,,16.043,71.939,340.102,319.622,285.194,,158.953,227.394,102.281,242.509,911.727,,0,9,0,정상,"STX Engine Co,.Ltd",STX엔진,77970,이상수,Y,1.94211E+12,6098162781,경상남도 창원시 성산구  공단로474번길 36,www.stxengine.co.kr,,-,055-280-0594,29111,20040401,12
71970,C,C,C,B,17.55,2.92,,520407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,"STX Heavy Industries Co.,Ltd",STX중공업,,이찬우,E,1.94111E+12,6098162291,경상남도 창원시 성산구 적현로 222,www.stxhi.co.kr,,02-6960-6072,,31114,20040218,12
2820,C,C,C,C,,0.17,,132211,4,4,16678000000,5375000000,289,137,293,141,56921502,38120567,-36.092,-36.097,18.524,3.653,96.347,-83.392,10.497,-5.238,-27.624,-15.811,-83.381,-239.415,-1262.611,-1262.765,10.497,36.839,171.448,53.509,,148.318,23.13,,,157.511,4.708,-99.645,,271.448,127.923,58.026,55.124,29.237,6.239,50.386,21.339,,,-12.953,-45.239,70.455,732.771,731.093,-583.715,19.767,24.457,37.562,6.076,,53.802,-20.707,,-48.843,23.037,,-43.695,76.538,,761.847,734.016,,134.203,147.531,114.457,231.022,3498.273,,0,10,0,정상,"SUN&L CO.,LTD",SUN&L,2820,이윤규,Y,1.10111E+12,1098133530,인천광역시 중구 월미로 96,sunandl.com/,,032-770-3000,032-764-5121,16211,19591017,12
2710,C,B+,B+,D,80.93,3.57,0.25,117300,6,1,22950000000,780000000,264,14,270,15,85000000,52000000,,-1.328,-1.719,6.62,93.38,-3.737,4.818,2.108,,5.07,,43.608,,-32.144,4.818,41.992,138.138,104.483,,93.5,44.639,,,140.447,4.654,708.352,,238.138,97.102,58.977,37.994,41.023,19.879,69.557,48.459,,,-8.766,-47.533,-74.42,,-128.048,-131.685,10.297,42.847,74.225,8.709,,12.568,-16.92,,-4.988,-12.757,,124.318,117.018,,546.813,510.614,,222.524,373.092,200.337,281.363,2420.241,,0,16,0,정상,TCC STEEL,TCC스틸,2710,"손봉락, 조석희, 손기영 (각자대표)",Y,1.10111E+12,1078113810,경상북도 포항시 남구  괴동로 100,www.tccsteel.com,,02-2633-3311,02-2676-7007,24191,19590716,12
7980,D,D,C,D,8.34,0.34,2.37,154329,2,7,6408990000,8886920000,133,163,135,170,47474000,52276000,,0.653,0.435,16.614,83.386,2.94,12.205,5.765,,19.839,,157.309,,23.31,12.205,30.252,230.556,109.314,,137.927,92.629,,,179.783,4.969,502.197,,330.556,93.331,54.388,28.329,45.612,28.31,83.864,62.066,,,-15.161,-18.106,-40.715,,-75.765,-89.198,-4.82,1.11,-0.155,-7.899,,3.13,-11.041,,-15.482,-22.255,,27.028,130.735,,433.772,361.703,,247.822,472.807,184.283,449.922,3567.497,22.949,2,6,0,정상,TP Inc.,TP,7980,임석원,Y,1.30111E+12,1348105011,서울특별시 구로구 디지털로31길 12 태평양물산,www.panpacific.co.kr,,02-850-9000,02-830-1011,141,19720630,12
2900,B+,B+,A,B,3.17,0.34,5.17,117230,64,16,63228000000,6095000000,848,97,912,113,69328947,53938053,,7.224,7.3,26.626,73.374,16.852,17.485,9.375,,21.324,,80.996,,64.01,17.485,45.067,121.893,130.742,41.418,103.296,18.597,,,86.842,2.755,206.519,,221.893,73.224,39.137,31.442,60.863,37.994,155.514,62.425,,,-28.27,-18.679,-37.335,,-38.457,-34.006,8.564,7.575,4.014,4.195,,14.413,9.21,,12.038,-1.287,,50.67,102.557,,274.005,201.047,,260.898,319.482,183.014,233.284,886.076,,3,9,0,정상,TYM CORPORATION,TYM,2900,"김희용, 김도훈",Y,1.10111E+12,1068128552,서울특별시 용산구 장문로 52 동빙고동,tym.world,tym.irpage.co.kr,02-3014-2800,02-544-9802,29210,19600201,12
24070,C,C,C,B,,0.29,2.42,142865,40,1,13860000000,462000000,180,10,220,11,63000000,42000000,,-0.423,-0.8,3.093,96.907,-0.426,5.635,-2.27,,-2.555,,-37.25,,-6.206,5.635,90.18,10.89,472.298,252.871,10.184,0.705,,,62.789,0.084,,,110.89,62.349,56.623,38.904,43.377,5.408,76.606,12.468,,,-10.632,-51.693,-483.517,,-93.595,-86.795,-4.29,15.819,-3.454,-24.166,,-1.478,-21.975,-12.803,-13.46,-24.039,,-25.96,89.322,282.225,1566.809,1518.342,,173.105,230.619,802.142,100.515,1465.693,-161.139,0,9,0,정상,"WISCOM CO.,LTD",WISCOM,24070,"구조웅, 구영일",Y,1.30111E+12,1348103288,경기도 안산시 단원구  강촌로 237,www.wiscom.co.kr,,031-495-1181,031-492-6187,22299,19780509,12
37270,D,D,D,D,15.74,1.16,,249247,1,2,3496000000,3480000000,45,85,46,87,76000000,40000000,10.293,9.96,9.315,20.038,79.962,13.652,13.821,9.102,9.86,13.023,14.108,65.702,71.177,68.878,13.821,74.002,35.131,294.405,,30.747,4.383,,,44.609,1.823,407.523,,135.131,42.735,33.011,2.138,66.989,2.886,202.925,4.308,,,59.489,43.316,105.554,101.981,33.444,79.588,-6.562,-4.212,-33.326,-28.449,,4.689,38.738,,46.021,-3.248,,-24.346,95.795,,4078.694,3261.42,,293.915,3710.92,318.163,137.064,691.525,,0,5,0,정상,"YG PLUS, INC.",YG PLUS,37270,최성준,Y,1.10111E+12,1208167338,"서울특별시 영등포구 국제금융로 10 19층, (여의도동, 쓰리아이에프씨)",www.ygplus.com,,02-3140-4600,02-3140-4695,631,19961115,12
500,B+,B+,A,B,14.91,0.83,,104768,56,2,30394000000,1878000000,375,35,431,37,70519722,50756757,,1.194,1.032,7.52,92.48,5.645,4.602,5.626,,13.79,,127.493,,52.194,4.602,41.283,142.229,144.744,95.367,113.82,28.409,,,77.481,1.754,813.821,,242.229,60.34,31.987,29.874,68.013,15.111,212.629,22.218,,,5.8,27.284,53.605,,71.049,15.458,6.576,-1.571,1.782,4.793,-28.178,9.219,10.893,,-4.3,17.986,,-27.63,192.854,,1209.67,1118.707,,579.69,631.171,325.764,472.685,4370.112,,0,10,0,정상,"GAON CABLE CO.,LTD",가온전선,500,정 현,Y,1.34111E+12,1238100049,경기도 군포시  엘에스로45번길 120,www.gaoncable.com,,031-8068-3928,031-8068-3899,28302,19470924,12
860,B+,B+,B+,B+,8.45,0.27,1.96,100939,54,4,36001394000,1892184000,544,38,598,42,60203000,45052000,,3.401,2.612,13.578,86.422,3.17,9.951,2.384,,3.38,,167.619,,157.187,9.951,70.215,42.42,149.381,98.938,31.827,10.594,,,94.877,0.968,,,142.42,85.789,66.618,44.555,33.382,9.042,50.11,27.086,,,-5.107,32.906,425.933,,86.225,-17.807,2.912,2.71,3.934,5.25,,1.952,3.319,,-10.349,15.326,,-16.633,65.737,,677.631,585.624,,98.581,148.26,223.144,93.19,4621.608,15.801,1,24,0,정상,"KANGNAM JEVISCO CO.,LTD",강남제비스코,860,"황익준,김재현(각자대표이사)",Y,1.80111E+12,6058103330,"부산광역시 부산진구 중앙대로 639 18층(범천동, 엠디엠타워)",www.jevisco.com,,051-892-4221,051-892-5576,20411,19520716,12
35250,A,A+,A+,A,9.27,0.82,6.46,255619,502,455,202006927000,96337560000,2376,1213,2878,1668,70190037,57756331,,24.549,24.016,29.469,70.531,9.611,9.141,6.552,,7.959,,263.871,,318.669,9.141,82.674,20.956,198.403,,19.063,1.893,-3685.457,-703.792,83.134,0.552,,76.357,120.956,81.59,68.731,27.748,31.269,0.124,45.496,0.397,,,9.277,17.283,29.737,,194.847,105.112,6.74,7.703,-1.872,2.443,,7.686,4.683,,37.114,1.959,,7.582,32.231,,,,,47.098,111.426,182.331,39.152,1298.092,20.816,1,12,0,정상,"Kangwon Land, Inc.",강원랜드,35250,최철규,Y,1.44911E+12,2258110770,강원도 정선군 사북읍 하이원길 265 강원랜드,kangwonland.high1.com ,http://kangwonland.high1.com,033-590-7700,033-590-3200,91249,19980629,12
94480,C,D,C,C,,,,587457,2,0,5472000000,3564000000,70,66,72,66,76000000,54000000,,-0.265,-0.054,31.14,68.86,-0.308,19.167,2.644,,8.09,,47.11,,-1.792,19.167,31.392,218.549,125.887,,215.778,2.772,,,46.914,4.064,,,318.549,45.649,14.728,1.193,85.272,,579.001,,,,17.904,10.402,7.48,,-106.49,-100.988,6.844,5.51,221.427,11.153,,-1.501,7.078,,,13.692,,-59.408,37.876,,,,,255.619,4688.069,56.262,115.908,674.945,-502.247,0,9,0,정상,"GalaxiaMoneytree Co.,Ltd.",갤럭시아머니트리,94480,신동훈,K,1.10111E+12,1208160844,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층,www.galaxiamoneytree.co.kr,,070-4193-4023,02-512-1759,58221,19941005,12
11420,D,D,D,D,14.22,0.94,,129554,2,0,3744000000,1088000000,76,32,78,32,48000000,34000000,,8.116,75.574,36.591,63.409,4.949,22.684,6.196,,8.479,,33.265,,19.414,22.684,83.013,20.464,296.218,133.181,11.857,8.607,,,85.341,1.193,281.419,,120.464,78.578,70.844,5.183,29.156,6.638,41.156,22.769,,,9.491,20.167,9.761,,-42.03,8690.25,55.615,44.762,173.134,-37.642,,124.24,90.272,-4.435,-11.433,-63.331,,1687.486,44.556,,517.815,328.343,,61.101,1033.559,165.473,60.973,239.206,,0,7,0,정상,"Galaxia SM, INC.",갤럭시아에스엠,11420,이반석,Y,1.30111E+12,1348102367,서울특별시 강남구  학동로 311 미성빌딩 7층,galaxiasme.com,,02-775-1300,02-775-1301,911,19750506,12
192520,,,,B,,,,101363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,정상,Kyongnam Bank,경남은행,,손교덕,E,1.90111E+12,6088100555,경상남도 창원시 마산회원구 3·15대로 642,www.kyongnambank.co.kr,,055-290-8118,055-290-8195,64121,19700418,12
2100,C,C,D,B+,11.45,0.63,4.79,101433,11,2,17866629000,2973555000,286,67,297,69,60157000,43095000,,4.354,,29.323,70.677,5.719,22.066,5.62,,9.532,,232.438,,139.465,22.066,59.845,67.098,164.183,,58.974,8.124,,,70.272,,1964.428,,167.098,64.992,42.054,31.637,57.946,35.551,137.788,61.352,,,-3.926,-7.748,-38.475,,-51.017,,-0.009,0.418,-2.609,-4.261,,3.062,-0.317,,-1.675,0.886,,-30.138,77.44,,216.001,152.664,,184.536,241.556,188.665,131.359,3203.133,-70.862,1,15,0,정상,KYUNGNONG CORPORATION,경농,2100,"이병만,이용진",Y,1.10111E+12,2148108779,서울특별시 서초구 강남대로39길 15-10한라비발디스튜디오193,www.knco.co.kr,,02-3488-5800,02-3488-5933,2032,19570712,12
9450,B,B+,A,C,9.98,1.36,0.96,101488,196,22,84660000000,9650000000,1215,171,1411,193,60000000,50000000,,6.904,6.154,42.678,57.322,15.086,33.884,10.191,,19.216,,72.269,,56.737,33.884,55.121,81.417,135.328,,70.136,11.281,,,86.504,2.424,,,181.417,77.734,47.682,37.186,52.318,28.357,109.722,54.202,,,3.743,9.846,77.194,,55.179,0.439,4.179,2.165,4.127,-4.867,,12.921,6.085,9.416,-3.589,-3.2,,-14.072,115.879,,393.127,225.348,,240.699,311.546,246.715,218.509,821.772,-8.691,2,31,0,정상,"KYUNG DONG NAVIEN CO.,LTD",경동나비엔,9450,"손연호, 김종욱 (각자대표)",Y,1.34711E+12,1258101234,경기도 평택시 서탄면 수월암길 95 -,www.kdnavien.co.kr,,031-8060-5500,031)659-1111,28520,19781113,12
267290,C,C,B+,D,3.63,0.26,4.59,1208885,27,6,25338033000,1958150000,240,19,267,25,94899000,78326000,,1.701,1.721,6.703,93.297,7.506,5.131,2.802,,6.934,,191.911,,207.72,5.131,44.233,126.077,124.644,,108.762,17.316,,,90.512,0.051,2717.461,,226.077,77.153,40.036,33.979,59.964,0.207,149.776,0.344,,,-21.931,4.297,11.925,,26.502,25.223,-10.892,0.868,-0.407,-21.125,,6.534,-17.328,,14.502,-23.495,,-2.073,178.257,,,,,474.496,555.537,299.122,441.158,,16.84,0,9,0,정상,"KYUNGDONG CITY GAS CO.,LTD",경동도시가스,267290,"송재호, 나윤호",Y,2.30111E+12,1438132491,울산광역시 북구 염포로 260-10(진장동) 주식회사 경동도시가스,www.kdgas.co.kr,,052-219-5300,052-287-4189,35200,20170401,12
12320,C,C,B+,C,11.99,0.37,0.95,143527,1,0,1173796000,155526000,12,2,13,2,90292000,77763000,,6.46,5.287,,93.215,4.407,,3.553,,4.628,,179.321,,170.738,,76.714,30.355,299.353,,14.943,15.412,,,85.624,0.682,6247.594,,130.355,74.189,65.685,26.942,34.315,6.405,52.242,18.665,,,13.429,,44.159,,115.779,48.833,3.426,14.404,22.574,3.838,,3.301,-12.624,,8.958,6.143,,1.697,52.364,,838.479,781.591,,83.666,210.528,225.308,68.218,2643.027,8.154,0,7,0,정상,"KYUNGDONG INVEST CO., LTD.",경동인베스트,12320,정승진,Y,1.81211E+12,6208100410,경기도 성남시 분당구 수내로46번길 4 경동빌딩 -,www.kdinvest.co.kr,,031-738-5557,031-738-5559,649,19770615,12
